item_original_name,item_extracted_name,item_price
"iPad Air (iPad4,2)", Apple iPhone 5c 8 GB Branco 1 GB RAM ,849
iPad Air 2 - Cellular,,
iPad Air 2 - Wi-fi,,
iPad Mini (Wi-Fi Only), iPad Mini 3 Wifi 64gb - A1599 ,1.500
iPad Mini (Wi-Fi/4G LTE AT&T/GPS),,
iPad Mini (Wi-Fi/4G LTE Verizon/GPS),,
iPad Mini 3 - Cellular, iPad Mini 3 Wifi 64gb - A1599 ,1.500
iPad Mini 3 - Wifi, iPad Mini 3 Wifi 64gb - A1599 ,1.500
iPad Mini 4 Cellular,,
"iPad Mini with Retina display (iPad4,4)",,
"iPad Mini with Retina display (iPad4,5)",,
iPad Pro 11 Inch - 2018,,
iPad Pro 12.9 3rd Gen - 2018,,
iPad Pro 12.9-Inch (Cellular),,
iPad Pro 12.9-Inch Wifi,,
iPad Pro 2nd Generation 10.5,,
iPad Pro 2nd Generation 12.9,,
iPad Pro 9.7,,
iPad Pro 9.7-Inch Cellular,,
iPhone 11, Apple iPhone 8 Plus 64 GB Ouro 3 GB RAM ,3.130
iPhone 11 Pro, Apple iPhone 11 Pro Max Dual SIM 64 GB Cinza-espacial 4 GB RAM ,7.000
iPhone 11 Pro Max, Apple iPhone 11 Pro Max Dual SIM 64 GB Cinza-espacial 4 GB RAM ,7.000
iPhone 4s, Apple iPhone 4s 8gb Desbloqueado Original Anatel -de Vitrine ,329
iPhone 5 (CDMA), Apple iPhone 5s 16 GB Cinza-espacial 1 GB RAM ,899
iPhone 5 (GSM), Caixa Vazia iPhone 4s Branco 8gb Gsm Mf264br/a ,49
iPhone 5c (CDMA), Apple iPhone 5c 8 GB Branco 1 GB RAM ,849
iPhone 5c (GSM), iPhone 5c 16gb Azul Desbloqueado 16gb Gsm Telefone Novo ,999
iPhone 5s (GSM), Apple iPhone 8 Plus 128 GB Cinza-espacial 3 GB RAM ,3.470
iPhone 5s (GSM+CDMA), Apple iPhone 5s 16 GB Cinza-espacial 1 GB RAM ,899
iPhone 6, Apple iPhone 6s 32 GB Cinza-espacial 2 GB RAM ,1.890
iPhone 6 Plus, Apple iPhone 6s Plus 64 GB Ouro-rosa 2 GB RAM ,2.524
iPhone 6s, Apple iPhone 6s 32 GB Cinza-espacial 2 GB RAM ,1.890
iPhone 6s Plus, Apple iPhone 6s Plus 64 GB Ouro-rosa 2 GB RAM ,2.524
iPhone 7, Apple iPhone 7 32 GB Preto-fosco 2 GB RAM ,1.970
iPhone 7 Plus, Apple iPhone 7 Plus 32 GB Preto-fosco 3 GB RAM ,2.799
iPhone 8, Apple iPhone 8 Plus 64 GB Ouro 3 GB RAM ,3.130
iPhone 8 Plus, Apple iPhone 8 Plus 64 GB Ouro 3 GB RAM ,3.130
iPhone SE, Apple iPhone SE 32 GB Cinza-espacial 2 GB RAM ,1.399
iPhone X, Apple iPhone X 64 GB Prata 3 GB RAM ,4.490
iPhone XR, Apple iPhone XR Dual SIM 64 GB Preto 3 GB RAM ,3.599
iPhone XS, Apple iPhone XS Max Dual SIM 256 GB Ouro 4 GB RAM ,5.110
iPhone XS Max, Apple iPhone XS Max Dual SIM 256 GB Ouro 4 GB RAM ,5.110
iPod Touch 5G,,
iPod Touch 6G, iPod Touch Apple 8gb Preto 4 Geração - Leia Não É Celular ! ,480
m2 note, Smartphone Android Meizu M2 Note 2gb Ram 16gb Rom Octacore ,900
meizu C9 pro, Meizu M Series M5c Dual SIM 16 GB Preto 2 GB RAM ,499
meizu note9, Smartphone Meizu Note 9 ,1.160
moto e(5) play, Motorola Moto E E5 Play 16 GB Preto 2 GB RAM ,898
moto e(5) plus, Motorola Moto G G6 Plus Dual SIM 64 GB Índigo-escuro 4 GB RAM ,1.739
moto e\xe2\x81\xb6 plus, Motorola Moto G G (3rd Gen.) Dual SIM 16 GB Preto 2 GB RAM ,649
moto g(6), Motorola Moto G G6 Dual SIM 32 GB Índigo-escuro 3 GB RAM ,829
moto g(6) play, Motorola Moto G G6 Play Dual SIM 32 GB Índigo-escuro 3 GB RAM ,1.100
moto g(6) plus, Motorola Moto G G6 Plus Dual SIM 64 GB Índigo-escuro 4 GB RAM ,1.739
moto g(7), Motorola Moto G G7 Plus Dual SIM 64 GB Índigo 4 GB RAM ,1.260
moto g(7) play, Motorola Moto G G7 Play Dual SIM 32 GB Ouro-fino 2 GB RAM ,1.090
moto g(7) plus, Motorola Moto G G7 Plus Dual SIM 64 GB Índigo 4 GB RAM ,1.260
moto g(7) power, Motorola Moto G G7 Power 32 GB Marine blue 3 GB RAM ,1.248
moto z4,,
motorola one, Motorola One Hyper Dual SIM 128 GB Deepsea blue 4 GB RAM ,1.839
motorola one action, Motorola One Action Dual SIM 128 GB Pearl white 4 GB RAM ,1.579
motorola one vision, Motorola One Vision Dual SIM 128 GB Azul-safira 4 GB RAM ,1.649
motorola one zoom, Motorola One Zoom 128 GB Cinza-elétrico 4 GB RAM ,1.998
nova 2, Xiaomi Redmi Note 8 64gb + 4gb Ram - Versão Global ,1.529
nova 2 Plus, Apple iPhone 8 Plus 64 GB Ouro 3 GB RAM ,3.130
nova 2i, Celular Huawei Nova 2i ,600
nova 2s, Xiaomi Mi Mix 2s Dual Sim 64 Gb Preto 6 Gb Ram ,2.599
nova 3i, Celular Huawei Nova3i ,4.500
nova 4, Samsung Galaxy J2 Core Dual SIM 16 GB Prata (Lavanda) 1 GB RAM ,519
t1_8p0lte, Celular Motorola V60i Não É Nem Usa Chip. Enviamos T.brasil ,75
vivo 1724, Multilaser Flip Vita Dual SIM 32 MB Azul/Preto 32 MB RAM ,167
vivo X9, Multilaser Flip Vita Dual SIM 32 MB Azul/Preto 32 MB RAM ,167
vivo Y53, Multilaser Flip Vita Dual SIM 32 MB Azul/Preto 32 MB RAM ,167
